['placeholder', 'California', 67172, 'default prompt', [221, 'US-CAL-CISO']]
['placeholder', 'California', 32956, 'default prompt', [171, 'US-CAL-CISO']]
['placeholder', 'California', 54374, 'default prompt', [131, 'US-CAL-CISO']]
['placeholder', 'California', 50020, 'default prompt', [110, 'US-CAL-CISO']]
['placeholder', 'California', 80503, 'default prompt', [292, 'US-CAL-CISO']]
['placeholder', 'California', 50296, 'default prompt', [110, 'US-CAL-CISO']]
['placeholder', 'California', 84533, 'default prompt', [302, 'US-CAL-CISO']]
['placeholder', 'California', 42058, 'default prompt', [141, 'US-CAL-CISO']]
['placeholder', 'California', 77830, 'default prompt', [285, 'US-CAL-CISO']]
['placeholder', 'California', 27863, 'default prompt', [247, 'US-CAL-CISO']]
['placeholder', 'California', 81392, 'default prompt', [292, 'US-CAL-CISO']]
['placeholder', 'California', 76597, 'default prompt', [285, 'US-CAL-CISO']]
['placeholder', 'California', 66529, 'default prompt', [221, 'US-CAL-CISO']]
['placeholder', 'California', 82715, 'default prompt', [292, 'US-CAL-CISO']]
['placeholder', 'California', 47020, 'default prompt', [110, 'US-CAL-CISO']]
['placeholder', 'California', 71055, 'default prompt', [294, 'US-CAL-CISO']]
['placeholder', 'California', 24921, 'default prompt', [308, 'US-CAL-CISO']]
['placeholder', 'California', 70726, 'default prompt', [294, 'US-CAL-CISO']]
['placeholder', 'California', 78412, 'default prompt', [285, 'US-CAL-CISO']]
['placeholder', 'California', 56635, 'default prompt', [131, 'US-CAL-CISO']]
['placeholder', 'California', 71138, 'default prompt', [294, 'US-CAL-CISO']]
['placeholder', 'California', 66036, 'default prompt', [221, 'US-CAL-CISO']]
['placeholder', 'California', 68797, 'default prompt', [294, 'US-CAL-CISO']]
['placeholder', 'California', 20729, 'default prompt', [311, 'US-CAL-CISO']]
['placeholder', 'California', 39839, 'default prompt', [141, 'US-CAL-CISO']]
['placeholder', 'California', 71156, 'default prompt', [294, 'US-CAL-CISO']]
['placeholder', 'California', 69629, 'default prompt', [294, 'US-CAL-CISO']]
['placeholder', 'California', 80629, 'default prompt', [292, 'US-CAL-CISO']]
['placeholder', 'California', 69155, 'default prompt', [294, 'US-CAL-CISO']]
['placeholder', 'California', 39051, 'default prompt', [142, 'US-CAL-CISO']]
['placeholder', 'California', 55943, 'default prompt', [131, 'US-CAL-CISO']]
['placeholder', 'California', 63268, 'default prompt', [177, 'US-CAL-CISO']]
['placeholder', 'California', 61760, 'default prompt', [177, 'US-CAL-CISO']]
['placeholder', 'California', 71496, 'default prompt', [294, 'US-CAL-CISO']]
['placeholder', 'California', 62557, 'default prompt', [177, 'US-CAL-CISO']]
['placeholder', 'California', 57915, 'default prompt', [142, 'US-CAL-CISO']]
['placeholder', 'California', 41775, 'default prompt', [141, 'US-CAL-CISO']]
['placeholder', 'California', 1858, 'default prompt', [289, 'US-CAL-CISO']]
['placeholder', 'California', 37428, 'default prompt', [142, 'US-CAL-CISO']]
['placeholder', 'California', 59215, 'default prompt', [142, 'US-CAL-CISO']]
['placeholder', 'California', 76349, 'default prompt', [285, 'US-CAL-CISO']]
['placeholder', 'California', 76736, 'default prompt', [285, 'US-CAL-CISO']]
['placeholder', 'California', 43379, 'default prompt', [104, 'US-CAL-CISO']]
['placeholder', 'California', 60252, 'default prompt', [142, 'US-CAL-CISO']]
['placeholder', 'California', 61308, 'default prompt', [177, 'US-CAL-CISO']]
['placeholder', 'California', 44664, 'default prompt', [104, 'US-CAL-CISO']]
['placeholder', 'California', 5297, 'default prompt', [254, 'US-CAL-CISO']]
['placeholder', 'California', 73916, 'default prompt', [286, 'US-CAL-CISO']]
['placeholder', 'California', 63342, 'default prompt', [177, 'US-CAL-CISO']]
['placeholder', 'California', 55996, 'default prompt', [131, 'US-CAL-CISO']]
['placeholder', 'California', 35864, 'default prompt', [171, 'US-CAL-CISO']]
['placeholder', 'California', 81230, 'default prompt', [292, 'US-CAL-CISO']]
['placeholder', 'California', 72808, 'default prompt', [286, 'US-CAL-CISO']]
['placeholder', 'California', 53868, 'default prompt', [123, 'US-CAL-CISO']]
['placeholder', 'California', 46431, 'default prompt', [104, 'US-CAL-CISO']]
['placeholder', 'California', 62233, 'default prompt', [177, 'US-CAL-CISO']]
['placeholder', 'California', 76905, 'default prompt', [285, 'US-CAL-CISO']]
['placeholder', 'California', 63571, 'default prompt', [177, 'US-CAL-CISO']]
['placeholder', 'California', 80465, 'default prompt', [292, 'US-CAL-CISO']]
['placeholder', 'California', 48592, 'default prompt', [110, 'US-CAL-CISO']]
['placeholder', 'California', 61272, 'default prompt', [177, 'US-CAL-CISO']]
['placeholder', 'California', 37944, 'default prompt', [142, 'US-CAL-CISO']]
['placeholder', 'California', 52638, 'default prompt', [123, 'US-CAL-CISO']]
['placeholder', 'California', 55843, 'default prompt', [131, 'US-CAL-CISO']]
['placeholder', 'California', 44431, 'default prompt', [104, 'US-CAL-CISO']]
['placeholder', 'California', 61631, 'default prompt', [177, 'US-CAL-CISO']]
['placeholder', 'California', 72310, 'default prompt', [286, 'US-CAL-CISO']]
['placeholder', 'California', 67434, 'default prompt', [221, 'US-CAL-CISO']]
['placeholder', 'California', 36016, 'default prompt', [142, 'US-CAL-CISO']]
['placeholder', 'California', 52169, 'default prompt', [123, 'US-CAL-CISO']]
['placeholder', 'California', 68299, 'default prompt', [221, 'US-CAL-CISO']]
['placeholder', 'California', 31858, 'default prompt', [187, 'US-CAL-CISO']]
['placeholder', 'California', 64481, 'default prompt', [177, 'US-CAL-CISO']]
['placeholder', 'California', 53046, 'default prompt', [123, 'US-CAL-CISO']]
['placeholder', 'California', 81070, 'default prompt', [292, 'US-CAL-CISO']]
['placeholder', 'California', 67323, 'default prompt', [221, 'US-CAL-CISO']]
['placeholder', 'California', 59861, 'default prompt', [142, 'US-CAL-CISO']]
['placeholder', 'California', 45164, 'default prompt', [104, 'US-CAL-CISO']]
['placeholder', 'California', 64344, 'default prompt', [177, 'US-CAL-CISO']]
['placeholder', 'California', 59160, 'default prompt', [142, 'US-CAL-CISO']]
['placeholder', 'California', 55880, 'default prompt', [131, 'US-CAL-CISO']]
['placeholder', 'California', 52670, 'default prompt', [123, 'US-CAL-CISO']]
['placeholder', 'California', 65799, 'default prompt', [221, 'US-CAL-CISO']]
['placeholder', 'California', 74253, 'default prompt', [286, 'US-CAL-CISO']]
['placeholder', 'California', 83108, 'default prompt', [302, 'US-CAL-CISO']]
['placeholder', 'California', 69968, 'default prompt', [294, 'US-CAL-CISO']]
['placeholder', 'California', 48519, 'default prompt', [110, 'US-CAL-CISO']]
['placeholder', 'California', 32631, 'default prompt', [171, 'US-CAL-CISO']]
['placeholder', 'California', 60886, 'default prompt', [142, 'US-CAL-CISO']]
['placeholder', 'California', 43933, 'default prompt', [104, 'US-CAL-CISO']]
['placeholder', 'California', 67454, 'default prompt', [221, 'US-CAL-CISO']]
['placeholder', 'California', 82112, 'default prompt', [292, 'US-CAL-CISO']]
['placeholder', 'California', 62560, 'default prompt', [177, 'US-CAL-CISO']]
['placeholder', 'California', 44859, 'default prompt', [104, 'US-CAL-CISO']]
['placeholder', 'California', 60575, 'default prompt', [142, 'US-CAL-CISO']]
['placeholder', 'California', 78499, 'default prompt', [285, 'US-CAL-CISO']]
['placeholder', 'California', 38889, 'default prompt', [142, 'US-CAL-CISO']]
['placeholder', 'California', 69382, 'default prompt', [294, 'US-CAL-CISO']]
['placeholder', 'California', 74721, 'default prompt', [286, 'US-CAL-CISO']]
['placeholder', 'California', 60627, 'default prompt', [142, 'US-CAL-CISO']]
['placeholder', 'California', 431, 'default prompt', [289, 'US-CAL-CISO']]
['placeholder', 'California', 80372, 'default prompt', [292, 'US-CAL-CISO']]
['placeholder', 'California', 66753, 'default prompt', [221, 'US-CAL-CISO']]
['placeholder', 'California', 63826, 'default prompt', [177, 'US-CAL-CISO']]
['placeholder', 'California', 49166, 'default prompt', [110, 'US-CAL-CISO']]
['placeholder', 'California', 64884, 'default prompt', [221, 'US-CAL-CISO']]
['placeholder', 'California', 54651, 'default prompt', [131, 'US-CAL-CISO']]
['placeholder', 'California', 40972, 'default prompt', [141, 'US-CAL-CISO']]
['placeholder', 'California', 55291, 'default prompt', [131, 'US-CAL-CISO']]
['placeholder', 'California', 54182, 'default prompt', [131, 'US-CAL-CISO']]
['placeholder', 'California', 43847, 'default prompt', [104, 'US-CAL-CISO']]
['placeholder', 'California', 5349, 'default prompt', [254, 'US-CAL-CISO']]
['placeholder', 'California', 70170, 'default prompt', [294, 'US-CAL-CISO']]
['placeholder', 'California', 60341, 'default prompt', [142, 'US-CAL-CISO']]
['placeholder', 'California', 77423, 'default prompt', [285, 'US-CAL-CISO']]
['placeholder', 'California', 55463, 'default prompt', [131, 'US-CAL-CISO']]
['placeholder', 'California', 70199, 'default prompt', [294, 'US-CAL-CISO']]
['placeholder', 'California', 54873, 'default prompt', [131, 'US-CAL-CISO']]
['placeholder', 'California', 73887, 'default prompt', [286, 'US-CAL-CISO']]
['placeholder', 'California', 82714, 'default prompt', [292, 'US-CAL-CISO']]
['placeholder', 'California', 31086, 'default prompt', [187, 'US-CAL-CISO']]
['placeholder', 'California', 25487, 'default prompt', [247, 'US-CAL-CISO']]
['placeholder', 'California', 39823, 'default prompt', [141, 'US-CAL-CISO']]
['placeholder', 'California', 36857, 'default prompt', [142, 'US-CAL-CISO']]
['placeholder', 'California', 42046, 'default prompt', [141, 'US-CAL-CISO']]
['placeholder', 'California', 53617, 'default prompt', [123, 'US-CAL-CISO']]
['placeholder', 'California', 61187, 'default prompt', [142, 'US-CAL-CISO']]
['placeholder', 'California', 70292, 'default prompt', [294, 'US-CAL-CISO']]
['placeholder', 'California', 67479, 'default prompt', [221, 'US-CAL-CISO']]
['placeholder', 'California', 10316, 'default prompt', [310, 'US-CAL-CISO']]
['placeholder', 'California', 71766, 'default prompt', [294, 'US-CAL-CISO']]
['placeholder', 'California', 72963, 'default prompt', [286, 'US-CAL-CISO']]
['placeholder', 'California', 4670, 'default prompt', [254, 'US-CAL-CISO']]
['placeholder', 'California', 82467, 'default prompt', [292, 'US-CAL-CISO']]
['placeholder', 'California', 44127, 'default prompt', [104, 'US-CAL-CISO']]
['placeholder', 'California', 65843, 'default prompt', [221, 'US-CAL-CISO']]
['placeholder', 'California', 48577, 'default prompt', [110, 'US-CAL-CISO']]
['placeholder', 'California', 49061, 'default prompt', [110, 'US-CAL-CISO']]
['placeholder', 'California', 74059, 'default prompt', [286, 'US-CAL-CISO']]
['placeholder', 'California', 29711, 'default prompt', [187, 'US-CAL-CISO']]
['placeholder', 'California', 72202, 'default prompt', [286, 'US-CAL-CISO']]
['placeholder', 'California', 54393, 'default prompt', [131, 'US-CAL-CISO']]
['placeholder', 'California', 48950, 'default prompt', [110, 'US-CAL-CISO']]
['placeholder', 'California', 40627, 'default prompt', [141, 'US-CAL-CISO']]
['placeholder', 'California', 36113, 'default prompt', [142, 'US-CAL-CISO']]
['placeholder', 'California', 71435, 'default prompt', [294, 'US-CAL-CISO']]
['placeholder', 'California', 77921, 'default prompt', [285, 'US-CAL-CISO']]
['placeholder', 'California', 49489, 'default prompt', [110, 'US-CAL-CISO']]
['placeholder', 'California', 54495, 'default prompt', [131, 'US-CAL-CISO']]
['placeholder', 'California', 38920, 'default prompt', [142, 'US-CAL-CISO']]
['placeholder', 'California', 66123, 'default prompt', [221, 'US-CAL-CISO']]
['placeholder', 'California', 46200, 'default prompt', [104, 'US-CAL-CISO']]
['placeholder', 'California', 53419, 'default prompt', [123, 'US-CAL-CISO']]
['placeholder', 'California', 72636, 'default prompt', [286, 'US-CAL-CISO']]
['placeholder', 'California', 38481, 'default prompt', [142, 'US-CAL-CISO']]
['placeholder', 'California', 82336, 'default prompt', [292, 'US-CAL-CISO']]
['placeholder', 'California', 56742, 'default prompt', [131, 'US-CAL-CISO']]
['placeholder', 'California', 85858, 'default prompt', [302, 'US-CAL-CISO']]
['placeholder', 'California', 71766, 'default prompt', [294, 'US-CAL-CISO']]
['placeholder', 'California', 65600, 'default prompt', [221, 'US-CAL-CISO']]
['placeholder', 'California', 36910, 'default prompt', [142, 'US-CAL-CISO']]
['placeholder', 'California', 67825, 'default prompt', [221, 'US-CAL-CISO']]
['placeholder', 'California', 35273, 'default prompt', [171, 'US-CAL-CISO']]
['placeholder', 'California', 58236, 'default prompt', [142, 'US-CAL-CISO']]
['placeholder', 'California', 38379, 'default prompt', [142, 'US-CAL-CISO']]
['placeholder', 'California', 75872, 'default prompt', [285, 'US-CAL-CISO']]
['placeholder', 'California', 80181, 'default prompt', [292, 'US-CAL-CISO']]
['placeholder', 'California', 65492, 'default prompt', [221, 'US-CAL-CISO']]
['placeholder', 'California', 33816, 'default prompt', [171, 'US-CAL-CISO']]
['placeholder', 'California', 68556, 'default prompt', [294, 'US-CAL-CISO']]
['placeholder', 'California', 29835, 'default prompt', [187, 'US-CAL-CISO']]
['placeholder', 'California', 80830, 'default prompt', [292, 'US-CAL-CISO']]
['placeholder', 'California', 67448, 'default prompt', [221, 'US-CAL-CISO']]
['placeholder', 'California', 85772, 'default prompt', [302, 'US-CAL-CISO']]
['placeholder', 'California', 77199, 'default prompt', [285, 'US-CAL-CISO']]
['placeholder', 'California', 70781, 'default prompt', [294, 'US-CAL-CISO']]
['placeholder', 'California', 63775, 'default prompt', [177, 'US-CAL-CISO']]
['placeholder', 'California', 29157, 'default prompt', [187, 'US-CAL-CISO']]
['placeholder', 'California', 46357, 'default prompt', [104, 'US-CAL-CISO']]
['placeholder', 'California', 83667, 'default prompt', [302, 'US-CAL-CISO']]
['placeholder', 'California', 69937, 'default prompt', [294, 'US-CAL-CISO']]
['placeholder', 'California', 70641, 'default prompt', [294, 'US-CAL-CISO']]
['placeholder', 'California', 27819, 'default prompt', [247, 'US-CAL-CISO']]
['placeholder', 'California', 73709, 'default prompt', [286, 'US-CAL-CISO']]
['placeholder', 'California', 85946, 'default prompt', [302, 'US-CAL-CISO']]
['placeholder', 'California', 68639, 'default prompt', [294, 'US-CAL-CISO']]
['placeholder', 'California', 67919, 'default prompt', [221, 'US-CAL-CISO']]
['placeholder', 'California', 37843, 'default prompt', [142, 'US-CAL-CISO']]
['placeholder', 'California', 64815, 'default prompt', [221, 'US-CAL-CISO']]
['placeholder', 'California', 75673, 'default prompt', [285, 'US-CAL-CISO']]
['placeholder', 'California', 53011, 'default prompt', [123, 'US-CAL-CISO']]
['placeholder', 'California', 68936, 'default prompt', [294, 'US-CAL-CISO']]
['placeholder', 'California', 70533, 'default prompt', [294, 'US-CAL-CISO']]
['placeholder', 'California', 61362, 'default prompt', [177, 'US-CAL-CISO']]
['placeholder', 'California', 77767, 'default prompt', [285, 'US-CAL-CISO']]
['placeholder', 'California', 57990, 'default prompt', [142, 'US-CAL-CISO']]
['placeholder', 'California', 52757, 'default prompt', [123, 'US-CAL-CISO']]
['placeholder', 'California', 43523, 'default prompt', [104, 'US-CAL-CISO']]
['placeholder', 'California', 70941, 'default prompt', [294, 'US-CAL-CISO']]
['placeholder', 'California', 73113, 'default prompt', [286, 'US-CAL-CISO']]
['placeholder', 'California', 42788, 'default prompt', [141, 'US-CAL-CISO']]
['placeholder', 'California', 70826, 'default prompt', [294, 'US-CAL-CISO']]
['placeholder', 'California', 70395, 'default prompt', [294, 'US-CAL-CISO']]
['placeholder', 'California', 79403, 'default prompt', [292, 'US-CAL-CISO']]
['placeholder', 'California', 79919, 'default prompt', [292, 'US-CAL-CISO']]
['placeholder', 'California', 66032, 'default prompt', [221, 'US-CAL-CISO']]
['placeholder', 'California', 67983, 'default prompt', [221, 'US-CAL-CISO']]
['placeholder', 'California', 71833, 'default prompt', [294, 'US-CAL-CISO']]
['placeholder', 'California', 56772, 'default prompt', [131, 'US-CAL-CISO']]
['placeholder', 'California', 71360, 'default prompt', [294, 'US-CAL-CISO']]
['placeholder', 'California', 61902, 'default prompt', [177, 'US-CAL-CISO']]
['placeholder', 'California', 58956, 'default prompt', [142, 'US-CAL-CISO']]
['placeholder', 'California', 81446, 'default prompt', [292, 'US-CAL-CISO']]
['placeholder', 'California', 7853, 'default prompt', [310, 'US-CAL-CISO']]
['placeholder', 'California', 72618, 'default prompt', [286, 'US-CAL-CISO']]
['placeholder', 'California', 63936, 'default prompt', [177, 'US-CAL-CISO']]
['placeholder', 'California', 44202, 'default prompt', [104, 'US-CAL-CISO']]
['placeholder', 'California', 56143, 'default prompt', [131, 'US-CAL-CISO']]
['placeholder', 'California', 50643, 'default prompt', [123, 'US-CAL-CISO']]
['placeholder', 'California', 65748, 'default prompt', [221, 'US-CAL-CISO']]
['placeholder', 'California', 47278, 'default prompt', [110, 'US-CAL-CISO']]
['placeholder', 'California', 71832, 'default prompt', [294, 'US-CAL-CISO']]
['placeholder', 'California', 8548, 'default prompt', [310, 'US-CAL-CISO']]
['placeholder', 'California', 946, 'default prompt', [289, 'US-CAL-CISO']]
['placeholder', 'California', 75157, 'default prompt', [286, 'US-CAL-CISO']]
['placeholder', 'California', 56512, 'default prompt', [131, 'US-CAL-CISO']]
['placeholder', 'California', 62806, 'default prompt', [177, 'US-CAL-CISO']]
['placeholder', 'California', 56095, 'default prompt', [131, 'US-CAL-CISO']]
['placeholder', 'California', 58304, 'default prompt', [142, 'US-CAL-CISO']]
['placeholder', 'California', 42695, 'default prompt', [141, 'US-CAL-CISO']]
['placeholder', 'California', 70228, 'default prompt', [294, 'US-CAL-CISO']]
['placeholder', 'California', 73884, 'default prompt', [286, 'US-CAL-CISO']]
['placeholder', 'California', 1803, 'default prompt', [289, 'US-CAL-CISO']]
['placeholder', 'California', 53655, 'default prompt', [123, 'US-CAL-CISO']]
['placeholder', 'California', 2645, 'default prompt', [289, 'US-CAL-CISO']]
['placeholder', 'California', 63094, 'default prompt', [177, 'US-CAL-CISO']]
['placeholder', 'California', 55869, 'default prompt', [131, 'US-CAL-CISO']]
['placeholder', 'California', 72020, 'default prompt', [286, 'US-CAL-CISO']]
['placeholder', 'California', 69790, 'default prompt', [294, 'US-CAL-CISO']]
['placeholder', 'California', 38084, 'default prompt', [142, 'US-CAL-CISO']]
['placeholder', 'California', 69776, 'default prompt', [294, 'US-CAL-CISO']]
['placeholder', 'California', 70228, 'default prompt', [294, 'US-CAL-CISO']]
['placeholder', 'California', 38345, 'default prompt', [142, 'US-CAL-CISO']]
['placeholder', 'California', 27113, 'default prompt', [247, 'US-CAL-CISO']]
['placeholder', 'California', 6558, 'default prompt', [254, 'US-CAL-CISO']]
['placeholder', 'California', 41331, 'default prompt', [141, 'US-CAL-CISO']]
['placeholder', 'California', 59605, 'default prompt', [142, 'US-CAL-CISO']]
['placeholder', 'California', 52857, 'default prompt', [123, 'US-CAL-CISO']]
['placeholder', 'California', 72959, 'default prompt', [286, 'US-CAL-CISO']]
['placeholder', 'California', 70816, 'default prompt', [294, 'US-CAL-CISO']]
['placeholder', 'California', 50984, 'default prompt', [123, 'US-CAL-CISO']]
['placeholder', 'California', 38812, 'default prompt', [142, 'US-CAL-CISO']]
['placeholder', 'California', 40314, 'default prompt', [141, 'US-CAL-CISO']]
['placeholder', 'California', 67971, 'default prompt', [221, 'US-CAL-CISO']]
['placeholder', 'California', 43479, 'default prompt', [104, 'US-CAL-CISO']]
['placeholder', 'California', 77912, 'default prompt', [285, 'US-CAL-CISO']]
['placeholder', 'California', 81258, 'default prompt', [292, 'US-CAL-CISO']]
['placeholder', 'California', 85767, 'default prompt', [302, 'US-CAL-CISO']]
['placeholder', 'California', 3837, 'default prompt', [254, 'US-CAL-CISO']]
['placeholder', 'California', 78641, 'default prompt', [285, 'US-CAL-CISO']]
['placeholder', 'California', 47946, 'default prompt', [110, 'US-CAL-CISO']]
['placeholder', 'California', 44119, 'default prompt', [104, 'US-CAL-CISO']]
['placeholder', 'California', 55135, 'default prompt', [131, 'US-CAL-CISO']]
['placeholder', 'California', 5232, 'default prompt', [254, 'US-CAL-CISO']]
['placeholder', 'California', 47615, 'default prompt', [110, 'US-CAL-CISO']]
['placeholder', 'California', 82445, 'default prompt', [292, 'US-CAL-CISO']]
['placeholder', 'California', 13560, 'default prompt', [316, 'US-CAL-CISO']]
['placeholder', 'California', 65770, 'default prompt', [221, 'US-CAL-CISO']]
['placeholder', 'California', 37124, 'default prompt', [142, 'US-CAL-CISO']]
['placeholder', 'California', 57992, 'default prompt', [142, 'US-CAL-CISO']]
['placeholder', 'California', 74053, 'default prompt', [286, 'US-CAL-CISO']]
['placeholder', 'California', 77995, 'default prompt', [285, 'US-CAL-CISO']]
['placeholder', 'California', 4912, 'default prompt', [254, 'US-CAL-CISO']]
['placeholder', 'California', 44488, 'default prompt', [104, 'US-CAL-CISO']]
['placeholder', 'California', 23324, 'default prompt', [308, 'US-CAL-CISO']]
['placeholder', 'California', 68140, 'default prompt', [221, 'US-CAL-CISO']]
['placeholder', 'California', 53211, 'default prompt', [123, 'US-CAL-CISO']]
['placeholder', 'California', 20349, 'default prompt', [311, 'US-CAL-CISO']]
['placeholder', 'California', 77383, 'default prompt', [285, 'US-CAL-CISO']]
['placeholder', 'California', 63047, 'default prompt', [177, 'US-CAL-CISO']]
['placeholder', 'California', 24995, 'default prompt', [308, 'US-CAL-CISO']]
['placeholder', 'California', 63193, 'default prompt', [177, 'US-CAL-CISO']]
['placeholder', 'California', 30946, 'default prompt', [187, 'US-CAL-CISO']]
['placeholder', 'California', 59040, 'default prompt', [142, 'US-CAL-CISO']]
['placeholder', 'California', 75645, 'default prompt', [285, 'US-CAL-CISO']]
['placeholder', 'California', 38475, 'default prompt', [142, 'US-CAL-CISO']]
['placeholder', 'California', 4198, 'default prompt', [254, 'US-CAL-CISO']]
['placeholder', 'California', 58706, 'default prompt', [142, 'US-CAL-CISO']]
['placeholder', 'California', 77627, 'default prompt', [285, 'US-CAL-CISO']]
['placeholder', 'California', 61497, 'default prompt', [177, 'US-CAL-CISO']]
['placeholder', 'California', 5790, 'default prompt', [254, 'US-CAL-CISO']]
['placeholder', 'California', 52178, 'default prompt', [123, 'US-CAL-CISO']]
['placeholder', 'California', 63463, 'default prompt', [177, 'US-CAL-CISO']]
['placeholder', 'California', 77880, 'default prompt', [285, 'US-CAL-CISO']]
['placeholder', 'California', 62917, 'default prompt', [177, 'US-CAL-CISO']]
['placeholder', 'California', 70717, 'default prompt', [294, 'US-CAL-CISO']]
['placeholder', 'California', 75417, 'default prompt', [286, 'US-CAL-CISO']]
['placeholder', 'California', 63551, 'default prompt', [177, 'US-CAL-CISO']]
['placeholder', 'California', 47538, 'default prompt', [110, 'US-CAL-CISO']]
['placeholder', 'California', 65165, 'default prompt', [221, 'US-CAL-CISO']]
['placeholder', 'California', 64276, 'default prompt', [177, 'US-CAL-CISO']]
['placeholder', 'California', 53764, 'default prompt', [123, 'US-CAL-CISO']]
['placeholder', 'California', 77561, 'default prompt', [285, 'US-CAL-CISO']]
['placeholder', 'California', 47077, 'default prompt', [110, 'US-CAL-CISO']]
['placeholder', 'California', 7352, 'default prompt', [310, 'US-CAL-CISO']]
['placeholder', 'California', 52232, 'default prompt', [123, 'US-CAL-CISO']]
['placeholder', 'California', 4484, 'default prompt', [254, 'US-CAL-CISO']]
['placeholder', 'California', 27244, 'default prompt', [247, 'US-CAL-CISO']]
['placeholder', 'California', 44585, 'default prompt', [104, 'US-CAL-CISO']]
['placeholder', 'California', 69971, 'default prompt', [294, 'US-CAL-CISO']]
['placeholder', 'California', 2639, 'default prompt', [289, 'US-CAL-CISO']]
['placeholder', 'California', 66632, 'default prompt', [221, 'US-CAL-CISO']]
['placeholder', 'California', 62992, 'default prompt', [177, 'US-CAL-CISO']]
['placeholder', 'California', 81366, 'default prompt', [292, 'US-CAL-CISO']]
['placeholder', 'California', 71847, 'default prompt', [294, 'US-CAL-CISO']]
['placeholder', 'California', 29970, 'default prompt', [187, 'US-CAL-CISO']]
['placeholder', 'California', 43088, 'default prompt', [141, 'US-CAL-CISO']]
['placeholder', 'California', 73700, 'default prompt', [286, 'US-CAL-CISO']]
['placeholder', 'California', 77495, 'default prompt', [285, 'US-CAL-CISO']]
['placeholder', 'California', 68693, 'default prompt', [294, 'US-CAL-CISO']]
['placeholder', 'California', 72959, 'default prompt', [286, 'US-CAL-CISO']]
['placeholder', 'California', 60488, 'default prompt', [142, 'US-CAL-CISO']]
['placeholder', 'California', 142, 'default prompt', [289, 'US-CAL-CISO']]
['placeholder', 'California', 37142, 'default prompt', [142, 'US-CAL-CISO']]
['placeholder', 'California', 32799, 'default prompt', [171, 'US-CAL-CISO']]
['placeholder', 'California', 73071, 'default prompt', [286, 'US-CAL-CISO']]
['placeholder', 'California', 50614, 'default prompt', [123, 'US-CAL-CISO']]
['placeholder', 'California', 66225, 'default prompt', [221, 'US-CAL-CISO']]
['placeholder', 'California', 54556, 'default prompt', [131, 'US-CAL-CISO']]
['placeholder', 'California', 44028, 'default prompt', [104, 'US-CAL-CISO']]
['placeholder', 'California', 44180, 'default prompt', [104, 'US-CAL-CISO']]
['placeholder', 'California', 37324, 'default prompt', [142, 'US-CAL-CISO']]
['placeholder', 'California', 81813, 'default prompt', [292, 'US-CAL-CISO']]
['placeholder', 'California', 82126, 'default prompt', [292, 'US-CAL-CISO']]
['placeholder', 'California', 68680, 'default prompt', [294, 'US-CAL-CISO']]
['placeholder', 'California', 81450, 'default prompt', [292, 'US-CAL-CISO']]
['placeholder', 'California', 47612, 'default prompt', [110, 'US-CAL-CISO']]
['placeholder', 'California', 63284, 'default prompt', [177, 'US-CAL-CISO']]
['placeholder', 'California', 41582, 'default prompt', [141, 'US-CAL-CISO']]
['placeholder', 'California', 46771, 'default prompt', [104, 'US-CAL-CISO']]
['placeholder', 'California', 82710, 'default prompt', [292, 'US-CAL-CISO']]
['placeholder', 'California', 74933, 'default prompt', [286, 'US-CAL-CISO']]
['placeholder', 'California', 70117, 'default prompt', [294, 'US-CAL-CISO']]
['placeholder', 'California', 58931, 'default prompt', [142, 'US-CAL-CISO']]
['placeholder', 'California', 66957, 'default prompt', [221, 'US-CAL-CISO']]
['placeholder', 'California', 62033, 'default prompt', [177, 'US-CAL-CISO']]
['placeholder', 'California', 41200, 'default prompt', [141, 'US-CAL-CISO']]
['placeholder', 'California', 47583, 'default prompt', [110, 'US-CAL-CISO']]
['placeholder', 'California', 50750, 'default prompt', [123, 'US-CAL-CISO']]
['placeholder', 'California', 62871, 'default prompt', [177, 'US-CAL-CISO']]
['placeholder', 'California', 66959, 'default prompt', [221, 'US-CAL-CISO']]
['placeholder', 'California', 58380, 'default prompt', [142, 'US-CAL-CISO']]
['placeholder', 'California', 45469, 'default prompt', [104, 'US-CAL-CISO']]
['placeholder', 'California', 57648, 'default prompt', [142, 'US-CAL-CISO']]
['placeholder', 'California', 43793, 'default prompt', [104, 'US-CAL-CISO']]
['placeholder', 'California', 42202, 'default prompt', [141, 'US-CAL-CISO']]
['placeholder', 'California', 75590, 'default prompt', [286, 'US-CAL-CISO']]
['placeholder', 'California', 39090, 'default prompt', [142, 'US-CAL-CISO']]
['placeholder', 'California', 35591, 'default prompt', [171, 'US-CAL-CISO']]
['placeholder', 'California', 55309, 'default prompt', [131, 'US-CAL-CISO']]
['placeholder', 'California', 59191, 'default prompt', [142, 'US-CAL-CISO']]
['placeholder', 'California', 26965, 'default prompt', [247, 'US-CAL-CISO']]
['placeholder', 'California', 45035, 'default prompt', [104, 'US-CAL-CISO']]
['placeholder', 'California', 81991, 'default prompt', [292, 'US-CAL-CISO']]
['placeholder', 'California', 61326, 'default prompt', [177, 'US-CAL-CISO']]
['placeholder', 'California', 79508, 'default prompt', [292, 'US-CAL-CISO']]
['placeholder', 'California', 51482, 'default prompt', [123, 'US-CAL-CISO']]
['placeholder', 'California', 5131, 'default prompt', [254, 'US-CAL-CISO']]
